Id,Program,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s1_grade,Y1s2_enrol,Y1s2_complete,Y1s2_grade,Y2s1_enrol,Y2s1_complete,Y2s1_grade,Y2s2_enrol,Y2s2_complete,Y2s2_grade,Y3s1_enrol,Y3s1_complete,Y3s1_grade,Y3s2_enrol,Y3s2_complete,Y3s2_grade,Y4s1_enrol,Y4s1_complete,Y4s1_grade,Y4s2_enrol,Y4s2_complete,Y4s2_grade,Rest_enrol,Rest_complete,Rest_grade,Failure
131382629,Informatics,36,48,38,12,10,36,18,12.333,30,3,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131397387,Informatics,0,12,42,28,12.107,33,25,13.12,57,21,12.381,55,41,12.634,39,26,10.769,62,28,11.821,34,20,10.9,41,21,13.095,0,0,0,0
131387244,Biology,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345902,Nursing,10,6,30,30,16,41,41,14.707,20,10,12,26,9,15.444,34,34,14.412,26,26,13.385,30,30,13.1,30,30,14.667,0,0,0,0
111345837,Nursing,30,30,26,26,14.346,20,20,13.5,26,26,12.692,34,34,13.706,30,30,12.433,30,30,13.733,0,0,0,0,0,0,0,0,0,0
131386503,Nursing,0,10,30,30,16.8,30,30,17.5,30,30,15.067,30,30,15.333,30,30,14.1,30,20,15,30,30,12.6,30,30,13.667,0,0,0,0
131389886,Management,30,30,30,30,12.533,30,30,14.65,30,30,11.517,30,30,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385113,Biology,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384030,Informatics,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131390958,Biology,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380588,Management,36,48,30,18,14.833,30,18,14.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390989,Management,29.5,18,53.5,24,10.75,30.5,18.5,14.297,35,17.5,12,35,23.5,11.277,35,17.5,13.743,35.5,18,12,30,1.5,13,30,18,12.194,0,0,0,0
131389451,Biology,0,16,22,16,11.375,44,26,13.077,28,12,13.167,12,6,12,30,24,11.625,47,27,11.333,30,12,12,30,15,11.8,0,0,0,1
131387020,Informatics,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380651,Biology,46,42,30,8,12.75,30,24,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364550,Nursing,24,30,30,30,14.867,30,30,17,30,30,14.433,30,30,17,30,30,13.8,30,30,13.867,0,0,0,0,0,0,0,0,0,0
131391467,Informatics,36,30,0,0,0,0,0,0,30,0,0,36,0,0,30,0,0,30,0,0,30,0,0,30,0,0,0,0,0,1
131403012,Management,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111364580,Nursing,24,30,30,30,15.267,30,30,16.667,30,30,15.1,30,30,18,30,30,14.833,30,30,15.533,0,0,0,0,0,0,0,0,0,0
131382194,Nursing,34,30,24,24,13.667,30,30,13.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385094,Nursing,27,10,20,7,12.857,30,20,12.5,0,0,0,14,11,12.636,30,0,0,36,30,11.3,30,16,11.25,30,26,10.231,0,0,0,0
131403646,Management,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131390328,Management,35.5,35.5,30,1.5,12,30,1.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131381867,Informatics,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389935,Nursing,36,24,34,30,14.1,30,30,17.667,30,26,12.962,34,34,13.176,30,30,14.867,30,30,13.033,0,0,0,0,0,0,0,0,0,0
131382593,Informatics,35,36,33,28,13.821,36,30,11.6,30,15,12.4,36,24,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391995,Biology,43,54,34,34,13.794,44,38,15.026,30,19,15.053,30,19,13.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364371,Nursing,30,24,30,30,16.733,30,30,18,30,30,15.8,30,30,17.5,30,30,16.4,30,30,16.367,0,0,0,0,0,0,0,0,0,0
131395639,Informatics,26,30,32,0,0,36,0,0,20,0,0,47,0,0,32,0,0,36,6,10,0,0,0,0,0,0,0,0,0,1
131386200,Management,30.5,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394677,Management,21.5,6,33.5,12,12.5,24.5,18.5,13.081,35.5,24,10.25,52,17,11.882,35,17.5,11.029,32.5,15.5,10.258,36.5,9,11.389,36.5,27,11.296,0,0,0,0
131387103,Biology,28,45,34,34,13.412,33,33,11.818,30,26,11.577,30,21,12.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382890,Management,30,30,30,30,15.1,30,30,14.5,30,30,14.3,30,30,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390312,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387108,Biology,26,44,36,36,13.583,36,30,13.4,30,30,12.6,30,24,13.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382380,Nursing,40,20,30,20,13.75,30,10,12,30,27,13.593,30,30,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380816,Management,39,42,30,12,13,30,24,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390090,Nursing,23,0,24,15,12.533,18,15,13.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345836,Nursing,30,30,20,20,17,26,26,15.192,34,34,16,26,26,15.423,30,30,15.033,30,30,15.833,0,0,0,0,0,0,0,0,0,0
131389307,Biology,6,0,43,37,11.351,31,25,13.16,29,12,13.667,38,32,12,34,12,10.5,36,18,12,30,19,11.895,30,19,11.316,0,0,0,0
131391336,Biology,40,32,30,24,15.5,30,30,14.2,30,30,13.833,30,30,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380379,Nursing,45,33,30,21,12.762,30,27,13.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382897,Nursing,39,30,30,26,14.231,30,30,16.333,30,30,14.233,30,30,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384897,Management,30,42,30,30,14,36,30,13.3,30,24,14.75,30,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384092,Nursing,30,30,30,30,16.3,30,30,17.667,30,30,16.367,30,30,15.333,30,30,13.3,30,30,15.067,0,0,0,0,0,0,0,0,0,0
111345764,Nursing,30,30,20,20,17.5,26,26,15.846,34,34,15.588,26,26,16,30,30,15.633,30,30,15.667,0,0,0,0,0,0,0,0,0,0
131384039,Management,27,60,36,12,12,36,6,11,30,15,12.6,33,9,15,30,18,15,30,6,10,0,0,0,0,0,0,0,0,0,1
131391659,Informatics,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382329,Management,42,36,36,3,12,36,9,10.333,30,18,11.5,30,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131401806,Informatics,36,24,36,13,12.692,53,11,14.545,30,12,13,48,36,11.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111354339,Nursing,24,30,30,30,16.533,30,30,17.667,30,30,16.5,30,30,16,30,30,16.967,30,30,17.6,0,0,0,0,0,0,0,0,0,0
131384027,Nursing,33,30,30,30,15.833,30,30,18,30,30,15.167,30,30,16.333,30,30,13.067,30,30,14.633,0,0,0,0,0,0,0,0,0,0
131403664,Management,22.5,18.5,30,7.5,12,30,11.5,12.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386915,Biology,31,43,30,24,12.875,39,39,12.077,30,30,11.6,30,21,10.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388410,Biology,35,49,42,42,12.071,30,30,13.6,30,11,13.818,30,24,13.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394906,Management,24,0,30,0,0,24,12,13.5,36,18,10.333,30,24,13.125,18,0,0,12,6,13,0,0,0,0,0,0,425,79.5,11.723,1
131392607,Management,40.5,30,48.5,1.5,16,25.5,6,10,33,0,0,39,10,10.8,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1
111335829,Nursing,30,34,30,30,18,34,30,15.067,30,30,16,30,26,15.462,30,30,13.733,30,30,14.1,0,0,0,0,0,0,0,0,0,0
131380733,Management,36,42,30,24,13.5,30,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131396602,Informatics,6,12,35,35,11.486,36,36,14.167,46,20,10.9,25,14,11.429,53,21,11.476,29,11,10.545,41,0,0,65,23,10.739,58,14,12.286,0
131397299,Informatics,24,53,40,32,12.813,34,14,10,60,19,11.053,67,33,12.545,40,0,0,53,22,12.364,33,6,14,58,5,12,0,0,0,0
111345832,Nursing,30,30,20,20,17,26,26,14.846,34,34,14,26,26,14.115,30,30,13.533,30,30,16.667,0,0,0,0,0,0,0,0,0,0
131380587,Management,36,42,30,24,13.875,30,24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131398195,Informatics,12,6,32,32,13.531,31,26,12.808,33,20,12.7,40,35,14,37,11,11.909,36,12,13.5,47,8,11,77,19,13.737,0,0,0,0
131387304,Management,48.5,17.5,36.5,0,0,35,1,10,18,18,13.583,38,14,13.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386664,Informatics,29,36,35,24,14.75,36,36,14,33,28,13.964,36,36,13,30,21,12.571,30,12,14,0,0,0,0,0,0,0,0,0,0
131393683,Biology,24,32,28,28,15.321,42,42,16.571,32,32,15.219,29,23,16.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131381718,Nursing,30,30,30,30,13.767,30,30,16.333,24,24,13.833,36,36,12.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393566,Management,33.5,36,36,12,12.5,36,11,14.182,34,18,10.639,36,11.5,12.609,34,0,0,36,0,0,34,0,0,36,0,0,132,15,11.733,1
111354354,Nursing,30,24,30,30,17.467,30,30,17,30,30,15.9,30,30,17,30,30,15.833,30,30,16.767,0,0,0,0,0,0,0,0,0,0
131401970,Management,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131402981,Biology,7,0,0,0,0,0,0,0,25,12,11.5,49,18,11.333,31,6,11,18,6,10,43,12,13,83,59,13.763,203,37,13.378,0
131396718,Management,12,42,18,0,0,36.5,0,0,30,12,10.5,54,0,0,30,0,0,54,0,0,34,4,13,54,0,0,329.5,64.5,11.791,1
131388670,Nursing,30,30,30,30,16,30,30,14.167,30,30,15,30,30,13.933,30,30,13.2,30,30,13.067,0,0,0,0,0,0,0,0,0,0
131383624,Nursing,30,30,36,36,14.333,30,30,17,30,24,15.333,30,30,16,30,30,12.533,30,30,13.933,0,0,0,0,0,0,0,0,0,0
131402471,Management,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131379904,Nursing,30,30,30,30,14.867,30,30,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131396492,Informatics,17,30,37,26,14,33,21,15.143,54,27,14.667,66,40,13.65,34,6,11,58,28,12,28,20,11.65,30,0,0,0,0,0,0
131397078,Informatics,23,30,37,0,0,36,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392116,Biology,43,48,34,34,13.971,44,44,15.5,30,19,13.947,30,19,14.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111335822,Nursing,10,0,30,30,18,30,30,16.7,30,20,16,30,30,15.467,30,30,16,30,30,14.967,30,30,15.133,30,30,14.933,0,0,0,0
131387478,Biology,6,18,37,31,13.097,59,35,15,37,25,12.76,33,33,12.182,30,23,10.957,30,21,11.476,0,0,0,0,0,0,0,0,0,0
131383368,Informatics,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382643,Management,30,30,30,30,12.2,30,30,12.6,30,30,13,30,30,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380694,Management,36,36,30,24,13.625,30,30,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382366,Management,42,42,36,9,13.333,36,21,11.857,30,12,12,30,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403842,Biology,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380827,Management,36,42,30,24,13.125,30,30,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380121,Biology,53,36,30,2,15,45,19,12.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385719,Biology,14,6,24,24,14.125,44,44,16.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386807,Nursing,30,30,30,30,15.767,30,30,17,30,30,14.9,30,30,17,30,30,12.7,30,30,14.2,0,0,0,0,0,0,0,0,0,0
131396916,Informatics,6,60,36,28,11.071,39,33,12.727,47,14,10.571,58,33,12.424,54,20,11.3,72,14,12.714,40,6,11,58,22,12.136,0,0,0,0
131384627,Nursing,30,0,30,30,17.667,30,30,17.1,0,0,0,30,30,15.833,30,30,16.333,30,30,15.433,30,30,14.567,30,30,13.1,0,0,0,0
131396109,Biology,18,28,36,36,12.111,54,42,14,43,12,11,42,30,11,43,12,11,48,12,11.5,32,6,11,29,5,17,0,0,0,0
131384198,Biology,35,39,30,24,12.375,42,42,12.286,30,23,12.478,30,18,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384128,Management,30,30,30,30,14.1,30,30,15.3,30,30,14.1,30,30,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387728,Management,6,42,41.5,23.5,10.979,35,23,11.217,36.5,24.5,11.776,35.5,18,14.222,40.5,16.5,11.03,30,13,12.154,30,7.5,10.4,30,24,12.021,0,0,0,0
111354301,Nursing,30,24,30,30,15.4,30,30,17.333,33,33,16.03,30,30,14.5,30,27,15.222,30,30,14.6,0,0,0,0,0,0,0,0,0,0
131390283,Nursing,35,33,41,28,13.071,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,43,5,10,183,68,12.868,0
131382430,Management,30,36,30,30,12.3,30,30,12.1,30,30,13.5,30,30,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131386362,Nursing,34,30,0,0,0,10,10,16,30,30,16.667,40,36,14.778,30,20,15.5,30,20,13.4,30,30,12.733,30,30,13.167,0,0,0,0
131395470,Informatics,6,18,6,0,0,42,18,11.667,23,11,13.273,42,18,11.333,35,23,11.696,42,0,0,35,18,12,42,30,12.2,233,57,11.509,0
131389605,Nursing,36,24,30,30,14.433,30,30,16.667,30,30,16.033,30,30,16.333,17,17,15.647,27,27,14.926,0,0,0,0,0,0,0,0,0,0
131390229,Management,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111335821,Nursing,15,0,30,15,17,30,30,14.8,30,30,16,30,30,14.5,30,30,15.667,30,30,14.133,30,30,13.867,30,30,15.033,0,0,0,0
131383916,Management,30,30,30,30,15.1,30,30,15.7,30,30,14.6,30,30,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392267,Management,30,30,30,30,13.5,30,30,12.683,30,30,13.117,30,30,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387954,Nursing,30,33,33,33,15.485,30,30,17,33,30,13.533,30,30,16,30,30,12.6,32,27,15.556,0,0,0,0,0,0,0,0,0,0
131384308,Management,36,27,30,18,13.667,42,30,12.5,36,24,11.75,36,27,11.889,30,18,12.667,30,18,11,0,0,0,0,0,0,0,0,0,0
111354337,Nursing,24,30,30,30,16.533,30,30,16,30,30,15.9,30,30,16.5,30,30,15.8,30,30,17.433,0,0,0,0,0,0,0,0,0,0
111364558,Nursing,24,30,30,30,16.4,30,30,16,30,30,14.7,30,30,16,30,30,15.067,30,30,15.4,0,0,0,0,0,0,0,0,0,0
111354348,Nursing,24,30,30,30,16.2,30,30,17.667,30,30,15.667,30,30,16.5,30,30,16.367,30,30,16.033,0,0,0,0,0,0,0,0,0,0
131383501,Informatics,42,48,36,24,12.292,42,24,12.25,32,21,13,36,30,14.6,30,9,14.333,30,6,13,0,0,0,0,0,0,0,0,0,0
131396617,Informatics,30,24,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387663,Management,30,0,30,0,0,30,0,0,30,11.5,13.087,42.5,7.5,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131402079,Management,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131379494,Management,42,42,30,24,12.125,30,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131398588,Informatics,6,0,21,21,13.143,46,20,14,51,30,13.967,46,26,13.538,34,34,12.206,56,44,14.045,47,20,11,72,24,11.125,0,0,0,0
131380374,Management,36,36,30,30,11.6,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384260,Management,36,54,36,36,12.167,36,24,12.25,30,18,13.5,30,24,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389616,Informatics,6,30,0,0,0,0,0,0,6,0,0,30,0,0,12,6,11,54,18,10,30,18,10.667,42,30,12.4,218,90,11.689,0
131393723,Management,47.5,17.5,33.5,28,13.286,42.5,36.5,12.767,34,0,0,35,29,12.552,35,1,14,31,7,10.286,30,13.5,13.222,30,17.5,10.771,0,0,0,0
131389752,Informatics,35,42,39,34,15.265,30,24,16.25,30,21,14.571,30,24,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111374594,Nursing,30,24,30,30,16.133,30,30,16.333,30,30,14.8,30,30,14.5,30,30,13.333,30,30,14.8,0,0,0,0,0,0,0,0,0,0
131388563,Management,6,11.5,35.5,35.5,12.479,36,36,12.972,30,18.5,10.73,53.5,18.5,12.189,30,30,12.383,36,24,13.438,0,0,0,0,0,0,0,0,0,0
131382215,Nursing,30,30,33,33,14.121,30,30,14.333,30,27,13.926,30,30,14.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111335868,Nursing,30,30,33,33,16.273,34,34,16.353,30,30,14.9,30,30,15,30,30,15.7,30,26,16.308,0,0,0,0,0,0,0,0,0,0
131389627,Nursing,30,30,30,30,15.1,30,30,16.667,30,30,14.5,30,30,15.333,30,30,15.2,30,30,14.467,0,0,0,0,0,0,0,0,0,0
131388579,Biology,22,32,36,36,16.333,30,30,16.8,30,30,12.3,30,30,14.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393329,Informatics,29,24,35,18,10.667,36,18,11.667,30,19,11.684,36,36,11.167,29,21,14.429,30,23,12.87,0,0,0,0,0,0,0,0,0,0
131387800,Nursing,30,42,34,34,15.882,42,30,12.933,30,30,14.667,30,30,12.933,30,26,13.154,32,20,11.65,0,0,0,0,0,0,0,0,0,0
131386382,Informatics,18,18,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131403862,Biology,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382407,Informatics,30,48,36,30,15.3,30,24,14.25,30,24,13.375,36,30,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391450,Management,41,30,36,25,11.68,36,36,12.75,30,24,11.083,30,24,14.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131392728,Biology,29,33,30,30,12.2,45,12,13.5,30,8,14,30,27,11.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131380269,Management,42,42,30,12,12.5,30,30,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387426,Biology,16,0,35,35,13,36,36,15.389,36,30,11.4,36,36,12.5,30,7,12.429,30,24,11.042,0,0,0,0,0,0,0,0,0,0
131384250,Informatics,30,36,30,30,14.633,36,36,15.5,30,24,12.875,36,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382929,Management,30,30,30,30,12.9,30,30,12.2,30,30,13.7,30,30,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403291,Biology,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387741,Management,30,42,30,30,11.033,36,24,12.292,30,14,11.321,30,20,13.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385608,Management,24,24,30,30,17.4,33,33,17.182,45,27,12.556,27,21,12.143,30,9,13,30,12,12.5,0,0,0,0,0,0,0,0,0,0
111374694,Nursing,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,16,14,10,14,195,159,13.208,0
131394618,Management,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,12,0,0,23.5,11.5,10.957,17.5,5.5,12,472,137.5,11.244,0
131386852,Management,6,12,46.5,40.5,11.469,36,36,14.139,36,36,10.986,36,24,13.875,30,7.5,11.8,30,24,12.625,0,0,0,0,0,0,0,0,0,0
131391047,Informatics,18,24,41,17,13,36,12,11.5,28,22,14.227,42,30,12.2,33,23,11.174,36,24,11,30,3,12,30,6,10,0,0,0,0
131390016,Biology,38,32,35,18,12.667,53,30,12.2,30,18,11.222,30,24,12.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111445511,Nursing,18,11,30,9,15,19,15,17,47,29,14.241,25,25,12.8,40,25,11.76,30,20,15.5,30,2,16,30,0,0,210,63,14.46,0
131380738,Nursing,30,30,30,30,15.233,30,30,15.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111374737,Nursing,0,12,30,15,15,30,30,16.5,30,30,12.4,30,30,15.333,30,30,12.8,30,30,16,30,30,12.733,30,30,15.4,0,0,0,0
131382773,Informatics,30,42,33,22,14.136,42,30,15.4,30,9,13,36,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391448,Management,46,0,36,18,13.333,36.5,36.5,12.671,36.5,12.5,11.88,36.5,30,11.667,30,13.5,11.444,30,23.5,12.234,0,0,0,0,0,0,0,0,0,0
131385154,Informatics,30,48,33,33,14.242,30,18,14,30,27,12.444,30,30,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382649,Biology,30,36,30,30,16.7,30,30,16.4,30,30,14.8,30,30,16.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394479,Management,10,0,51,35,11.329,47.5,35.5,12.31,35,18,11,33,27.5,11.164,36.5,14.5,10.172,37,33,10.727,0,0,0,0,0,0,0,0,0,0
111335834,Nursing,35,3,30,15,17,35,32,13.938,30,30,15.667,27,17,15.353,20,0,0,20,16,15.688,30,22,15.5,38,10,10,60,60,16.083,0
131399343,Informatics,12,24,18,6,11,36,6,14,29,11,14.091,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394993,Informatics,23,36,38,26,11.692,34,34,11.882,45,20,10.95,46,29,11.138,29,17,10.706,30,12,12.583,0,0,0,0,0,0,0,0,0,0
131389620,Nursing,30,30,30,30,15.333,30,30,13.333,30,30,16,30,30,13.967,30,30,14.5,30,30,13.6,0,0,0,0,0,0,0,0,0,0
131379708,Management,36,54,30,30,12.3,30,18,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388218,Management,30,30,30,30,17.033,30,30,16.8,30,30,15.9,30,30,16.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394083,Biology,10,11,24,24,13,36,36,14,35,35,11.486,36,24,12.25,32,26,12.192,29,23,13.391,0,0,0,0,0,0,0,0,0,0
131380188,Informatics,36,42,30,18,13.833,36,18,13.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391498,Informatics,21,18,30,0,0,30,0,0,30,9,12.667,30,12,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385464,Nursing,30,30,30,30,14.867,30,30,18,30,30,14.467,30,30,15.667,30,30,12.733,30,30,14.033,0,0,0,0,0,0,0,0,0,0
131395706,Management,12,18,18,0,0,12,0,0,18,0,0,11,0,0,11.5,11.5,14.043,17.5,5.5,16,24,0,0,17,0,0,58,3,19,1
131386703,Informatics,31,18,0,0,0,0,0,0,25,12,14,42,24,13,30,11,14.091,36,12,12,32,15,12.2,30,12,13,72,27,12.667,0
111364510,Nursing,30,24,30,30,16.667,30,30,16.333,30,30,14.9,30,30,16,30,30,14.867,30,30,15.533,0,0,0,0,0,0,0,0,0,0
131388727,Management,42.5,36.5,35.5,18,11.667,34.5,17,11.412,37,7.5,12.667,30.5,18.5,11.514,0,0,0,30,24,12.271,0,0,0,0,0,0,0,0,0,0
131387910,Management,42,43,36,36,11.264,34.5,34.5,12.449,36.5,6.5,10,30,12.5,12.4,30,5.5,10.273,30,18,12.25,0,0,0,0,0,0,0,0,0,0
131398754,Informatics,0,4,21,0,0,10,5,12,35,28,13.929,62,26,17,13,0,0,54,49,16,43,36,16,48,30,16.3,0,0,0,0
131382712,Informatics,42,36,33,15,11.4,36,18,11.667,30,15,12.4,36,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131390975,Biology,27,40,19,19,14.105,38,20,14.5,30,24,12,36,24,11.75,30,18,11.444,30,18,11.556,0,0,0,0,0,0,0,0,0,0
131393218,Biology,6,29,35,29,12.586,45,13,13.077,26,16,13.5,36,30,14.667,28,19,11.158,36,21,12.286,32,18,12.667,29,23,12.739,0,0,0,0
131384236,Biology,31,32,30,30,13.3,30,30,13.2,30,30,13.5,30,30,13.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393680,Management,24,5.5,35,29,12.414,35.5,30,12.867,36,19,13.211,36,30.5,12.131,30,18,11.639,30,24,10.75,0,0,0,0,0,0,0,0,0,0
131400979,Informatics,6,12,29,23,13.652,42,12,16.5,39,7,11,52,13,11.385,54,29,10.793,52,15,11.533,32,8,12,46,19,11.632,85,12,13.583,0
111335851,Nursing,30,30,30,30,17.333,30,30,15.033,30,30,15,30,30,14.3,30,30,14.333,30,30,14.167,0,0,0,0,0,0,0,0,0,0
